Year,SERIES,តំបន់យោង,ការរួមភេទ,កំរិតនគរូបនីយកម្ម,UNIT_MEASURE,Value
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,92.1
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,94.2
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,93.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,91.6
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,85.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,83.1
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,74.5
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,77.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,73.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,84.7
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,93.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,94.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,92.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,97.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,90.6
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,86.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,84.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,84.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,90.3
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,95.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,86.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,97.2
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,98.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,108.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,99.1
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,86.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,80.0
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,80.7
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,81.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,84.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,89.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,85.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,95.2
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,96.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,100.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,98.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,88.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,83.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,82.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,82.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,87.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,92.5
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,90.0
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,101.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,85.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,84.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,87.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,64.7
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,62.8
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,58.1
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,56.7
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,53.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,51.1
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,76.6
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,99.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,89.1
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,80.6
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,83.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,65.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,69.4
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,58.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,53.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,48.8
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,43.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,83.1
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,100.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,87.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,82.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,84.9
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,65.0
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,66.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,58.2
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,55.2
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,51.0
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,47.1
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,55.2
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,88.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,78.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,74.6
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,71.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,68.9
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,65.0
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,61.9
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,63.4
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,66.2
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,68.6
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,97.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,74.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,77.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,75.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,79.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,68.0
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,57.0
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,55.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,56.0
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,63.2
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,54.6
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,76.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,80.8
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,78.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,75.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,75.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,68.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,60.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,58.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,59.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,64.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,61.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,72.6
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,72.9
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,70.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,67.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,75.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,77.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,76.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,77.8
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,75.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,78.2
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,82.2
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,71.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,75.3
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,68.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,77.9
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,71.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,70.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,69.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,67.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,68.4
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,72.0
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,73.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,72.0
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,74.2
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,69.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,72.5
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,73.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,73.8
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,73.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,72.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,72.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,75.0
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,78.0
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,50.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,73.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,76.6
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,54.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,79.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,68.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,73.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,74.7
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,74.7
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,78.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,79.5
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,57.1
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,73.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,70.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,59.5
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,70.8
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,64.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,64.7
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,65.8
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,67.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,67.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,69.3
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,54.0
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,73.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,73.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,57.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,74.9
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,66.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,69.1
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,70.2
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,71.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,73.1
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,74.3
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,73.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,74.5
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,78.6
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,77.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,83.1
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,77.6
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,72.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,70.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,70.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,76.5
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,72.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,77.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,85.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,74.9
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,83.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,78.5
