Year,SERIES,Reference area,Sex,Degree of urbanisation,UNIT_MEASURE,Value
2015,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,35.3
2016,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,38.0
2017,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,40.8
2018,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,43.9
2019,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,45.3
2009,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,38.2
2010,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,43.3
2011,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,37.0
2012,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,37.2
2013,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,40.3
2014,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,40.1
2015,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,38.8
2016,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,42.1
2017,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,47.0
2018,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,50.5
2019,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,51.6
2009,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,43.7
2010,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,44.2
2011,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,41.0
2012,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,38.3
2013,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,39.8
2014,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,42.8
2015,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,46.2
2016,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,51.0
2017,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,58.7
2018,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,60.2
2019,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,57.9
2009,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,52.1
2010,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,53.8
2011,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,44.0
2012,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,41.7
2013,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,42.5
2014,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,43.0
2015,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,42.1
2016,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,44.9
2017,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,47.1
2018,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,47.1
2019,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,47.0
2009,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,48.0
2010,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,49.1
2011,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,42.6
2012,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,40.1
2013,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,41.2
2014,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,42.9
2015,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,44.0
2016,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,47.8
2017,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,52.6
2018,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,53.3
2019,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,52.2
2009,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,47.4
2010,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,46.6
2011,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,38.6
2012,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,33.3
2013,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,35.3
2014,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,35.1
2015,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,36.3
2016,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,41.3
2017,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,45.9
2018,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,45.8
2019,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,47.0
2009,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,45.7
2010,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,44.5
2011,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,34.6
2012,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,31.2
2013,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,31.8
2014,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,30.1
2015,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,30.6
2016,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,36.3
2017,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,36.2
2018,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,36.5
2019,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,38.3
2009,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,46.5
2010,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,45.6
2011,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,36.5
2012,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,32.2
2013,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,33.5
2014,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,32.5
2015,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,33.4
2016,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,38.7
2017,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,40.9
2018,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,41.0
2019,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,42.5
2009,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,16.9
2010,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,16.8
2011,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,18.9
2012,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,21.3
2013,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,22.8
2014,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,24.1
2015,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,23.7
2016,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,28.8
2017,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,34.4
2018,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,40.5
2019,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,48.2
2009,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,25.0
2010,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,25.8
2011,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,27.0
2012,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,26.5
2013,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,25.9
2014,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,26.2
2015,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,27.8
2016,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,31.5
2017,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,38.7
2018,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,40.4
2019,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,45.6
2009,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,21.1
2010,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,21.2
2011,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,23.1
2012,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,24.0
2013,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,24.4
2014,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,25.2
2015,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,25.8
2016,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,30.1
2017,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,36.7
2018,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,40.4
2019,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,46.8
2009,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,43.7
2010,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,46.6
2011,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,42.3
2012,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,40.8
2013,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,41.5
2014,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,42.3
2015,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,43.8
2016,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,49.9
2017,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,52.3
2018,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,56.0
2019,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,55.8
2009,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,40.9
2010,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,43.6
2011,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,37.1
2012,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,33.3
2013,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,31.1
2014,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,31.8
2015,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,34.3
2016,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,35.8
2017,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,36.6
2018,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,40.1
2019,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,41.2
2009,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,42.3
2010,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,45.1
2011,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,39.6
2012,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,37.0
2013,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,36.2
2014,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,36.9
2015,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,38.9
2016,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,42.6
2017,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,44.2
2018,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,47.8
2019,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,48.3
2009,4.1.1.2 Completion rate Grade 9,Stung Treng,Female,,Percent,38.0
2010,4.1.1.2 Completion rate Grade 9,Stung Treng,Female,,Percent,40.3
2011,4.1.1.2 Completion rate Grade 9,Stung Treng,Female,,Percent,36.0
2012,4.1.1.2 Completion rate Grade 9,Stung Treng,Female,,Percent,30.9
2013,4.1.1.2 Completion rate Grade 9,Stung Treng,Female,,Percent,30.3
2014,4.1.1.2 Completion rate Grade 9,Stung Treng,Female,,Percent,27.7
2015,4.1.1.2 Completion rate Grade 9,Stung Treng,Female,,Percent,27.4
2016,4.1.1.2 Completion rate Grade 9,Stung Treng,Female,,Percent,28.9
2017,4.1.1.2 Completion rate Grade 9,Stung Treng,Female,,Percent,34.0
2018,4.1.1.2 Completion rate Grade 9,Stung Treng,Female,,Percent,36.8
2019,4.1.1.2 Completion rate Grade 9,Stung Treng,Female,,Percent,40.4
2009,4.1.1.2 Completion rate Grade 9,Stung Treng,Male,,Percent,39.0
2010,4.1.1.2 Completion rate Grade 9,Stung Treng,Male,,Percent,42.9
2011,4.1.1.2 Completion rate Grade 9,Stung Treng,Male,,Percent,31.1
2012,4.1.1.2 Completion rate Grade 9,Stung Treng,Male,,Percent,30.7
2013,4.1.1.2 Completion rate Grade 9,Stung Treng,Male,,Percent,32.2
2014,4.1.1.2 Completion rate Grade 9,Stung Treng,Male,,Percent,29.5
2015,4.1.1.2 Completion rate Grade 9,Stung Treng,Male,,Percent,24.6
2016,4.1.1.2 Completion rate Grade 9,Stung Treng,Male,,Percent,27.8
2017,4.1.1.2 Completion rate Grade 9,Stung Treng,Male,,Percent,33.2
2018,4.1.1.2 Completion rate Grade 9,Stung Treng,Male,,Percent,34.6
2019,4.1.1.2 Completion rate Grade 9,Stung Treng,Male,,Percent,35.6
2009,4.1.1.2 Completion rate Grade 9,Stung Treng,,,Percent,38.5
2010,4.1.1.2 Completion rate Grade 9,Stung Treng,,,Percent,41.6
2011,4.1.1.2 Completion rate Grade 9,Stung Treng,,,Percent,33.5
2012,4.1.1.2 Completion rate Grade 9,Stung Treng,,,Percent,30.8
2013,4.1.1.2 Completion rate Grade 9,Stung Treng,,,Percent,31.2
2014,4.1.1.2 Completion rate Grade 9,Stung Treng,,,Percent,28.6
2015,4.1.1.2 Completion rate Grade 9,Stung Treng,,,Percent,26.0
2016,4.1.1.2 Completion rate Grade 9,Stung Treng,,,Percent,28.4
2017,4.1.1.2 Completion rate Grade 9,Stung Treng,,,Percent,33.6
2018,4.1.1.2 Completion rate Grade 9,Stung Treng,,,Percent,35.6
2019,4.1.1.2 Completion rate Grade 9,Stung Treng,,,Percent,38.0
2009,4.1.1.2 Completion rate Grade 9,Svay Rieng,Female,,Percent,48.0
2010,4.1.1.2 Completion rate Grade 9,Svay Rieng,Female,,Percent,38.7
2011,4.1.1.2 Completion rate Grade 9,Svay Rieng,Female,,Percent,42.4
2012,4.1.1.2 Completion rate Grade 9,Svay Rieng,Female,,Percent,40.3
2013,4.1.1.2 Completion rate Grade 9,Svay Rieng,Female,,Percent,40.2
2014,4.1.1.2 Completion rate Grade 9,Svay Rieng,Female,,Percent,44.6
2015,4.1.1.2 Completion rate Grade 9,Svay Rieng,Female,,Percent,48.6
2016,4.1.1.2 Completion rate Grade 9,Svay Rieng,Female,,Percent,56.6
2017,4.1.1.2 Completion rate Grade 9,Svay Rieng,Female,,Percent,58.1
2018,4.1.1.2 Completion rate Grade 9,Svay Rieng,Female,,Percent,62.9
2019,4.1.1.2 Completion rate Grade 9,Svay Rieng,Female,,Percent,58.6
2009,4.1.1.2 Completion rate Grade 9,Svay Rieng,Male,,Percent,59.0
2010,4.1.1.2 Completion rate Grade 9,Svay Rieng,Male,,Percent,62.4
2011,4.1.1.2 Completion rate Grade 9,Svay Rieng,Male,,Percent,52.1
2012,4.1.1.2 Completion rate Grade 9,Svay Rieng,Male,,Percent,49.3
2013,4.1.1.2 Completion rate Grade 9,Svay Rieng,Male,,Percent,47.8
2014,4.1.1.2 Completion rate Grade 9,Svay Rieng,Male,,Percent,48.8
2015,4.1.1.2 Completion rate Grade 9,Svay Rieng,Male,,Percent,47.9
2016,4.1.1.2 Completion rate Grade 9,Svay Rieng,Male,,Percent,50.4
2017,4.1.1.2 Completion rate Grade 9,Svay Rieng,Male,,Percent,52.6
2018,4.1.1.2 Completion rate Grade 9,Svay Rieng,Male,,Percent,50.8
2019,4.1.1.2 Completion rate Grade 9,Svay Rieng,Male,,Percent,48.4
2009,4.1.1.2 Completion rate Grade 9,Svay Rieng,,,Percent,53.8
2010,4.1.1.2 Completion rate Grade 9,Svay Rieng,,,Percent,49.7
2011,4.1.1.2 Completion rate Grade 9,Svay Rieng,,,Percent,47.4
2012,4.1.1.2 Completion rate Grade 9,Svay Rieng,,,Percent,45.0
2013,4.1.1.2 Completion rate Grade 9,Svay Rieng,,,Percent,44.2
2014,4.1.1.2 Completion rate Grade 9,Svay Rieng,,,Percent,46.8
2015,4.1.1.2 Completion rate Grade 9,Svay Rieng,,,Percent,48.3
2016,4.1.1.2 Completion rate Grade 9,Svay Rieng,,,Percent,53.3
2017,4.1.1.2 Completion rate Grade 9,Svay Rieng,,,Percent,55.2
2018,4.1.1.2 Completion rate Grade 9,Svay Rieng,,,Percent,56.5
2019,4.1.1.2 Completion rate Grade 9,Svay Rieng,,,Percent,53.2
2009,4.1.1.2 Completion rate Grade 9,Takeo,Female,,Percent,60.8
2010,4.1.1.2 Completion rate Grade 9,Takeo,Female,,Percent,58.7
2011,4.1.1.2 Completion rate Grade 9,Takeo,Female,,Percent,52.7
2012,4.1.1.2 Completion rate Grade 9,Takeo,Female,,Percent,52.9
2013,4.1.1.2 Completion rate Grade 9,Takeo,Female,,Percent,52.9
2014,4.1.1.2 Completion rate Grade 9,Takeo,Female,,Percent,57.5
2015,4.1.1.2 Completion rate Grade 9,Takeo,Female,,Percent,57.6
2016,4.1.1.2 Completion rate Grade 9,Takeo,Female,,Percent,61.8
2017,4.1.1.2 Completion rate Grade 9,Takeo,Female,,Percent,65.7
2018,4.1.1.2 Completion rate Grade 9,Takeo,Female,,Percent,65.0
2019,4.1.1.2 Completion rate Grade 9,Takeo,Female,,Percent,60.3
2009,4.1.1.2 Completion rate Grade 9,Takeo,Male,,Percent,69.4
2010,4.1.1.2 Completion rate Grade 9,Takeo,Male,,Percent,66.2
2011,4.1.1.2 Completion rate Grade 9,Takeo,Male,,Percent,58.9
2012,4.1.1.2 Completion rate Grade 9,Takeo,Male,,Percent,56.3
2013,4.1.1.2 Completion rate Grade 9,Takeo,Male,,Percent,55.2
2014,4.1.1.2 Completion rate Grade 9,Takeo,Male,,Percent,57.1
2015,4.1.1.2 Completion rate Grade 9,Takeo,Male,,Percent,54.0
2016,4.1.1.2 Completion rate Grade 9,Takeo,Male,,Percent,55.5
2017,4.1.1.2 Completion rate Grade 9,Takeo,Male,,Percent,57.8
2018,4.1.1.2 Completion rate Grade 9,Takeo,Male,,Percent,55.7
2019,4.1.1.2 Completion rate Grade 9,Takeo,Male,,Percent,50.0
2009,4.1.1.2 Completion rate Grade 9,Takeo,,,Percent,65.3
2010,4.1.1.2 Completion rate Grade 9,Takeo,,,Percent,62.5
2011,4.1.1.2 Completion rate Grade 9,Takeo,,,Percent,55.9
2012,4.1.1.2 Completion rate Grade 9,Takeo,,,Percent,54.7
2013,4.1.1.2 Completion rate Grade 9,Takeo,,,Percent,54.1
2014,4.1.1.2 Completion rate Grade 9,Takeo,,,Percent,57.3
2015,4.1.1.2 Completion rate Grade 9,Takeo,,,Percent,55.7
2016,4.1.1.2 Completion rate Grade 9,Takeo,,,Percent,58.5
2017,4.1.1.2 Completion rate Grade 9,Takeo,,,Percent,61.5
2018,4.1.1.2 Completion rate Grade 9,Takeo,,,Percent,60.1
2019,4.1.1.2 Completion rate Grade 9,Takeo,,,Percent,54.9
2014,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Female,,Percent,34.8
2015,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Female,,Percent,35.3
2016,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Female,,Percent,41.8
2017,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Female,,Percent,45.4
2018,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Female,,Percent,45.5
2019,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Female,,Percent,47.2
2014,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Male,,Percent,30.3
2015,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Male,,Percent,29.7
2016,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Male,,Percent,31.2
2017,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Male,,Percent,33.8
2018,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Male,,Percent,35.2
2019,4.1.1.2 Completion rate Grade 9,Tboung Khmum,Male,,Percent,34.6
2014,4.1.1.2 Completion rate Grade 9,Tboung Khmum,,,Percent,32.5
2015,4.1.1.2 Completion rate Grade 9,Tboung Khmum,,,Percent,32.4
2016,4.1.1.2 Completion rate Grade 9,Tboung Khmum,,,Percent,36.3
2017,4.1.1.2 Completion rate Grade 9,Tboung Khmum,,,Percent,39.4
2018,4.1.1.2 Completion rate Grade 9,Tboung Khmum,,,Percent,40.1
2019,4.1.1.2 Completion rate Grade 9,Tboung Khmum,,,Percent,40.6
